Outcome_M1,Outcome_M2,Outcome_M3,Outcome_M4,Outcome_M5,Outcome_M6,Outcome_M7,Outcome_M8,Outcome_M9,Outcome_M10,Outcome_M11,Outcome_M12,Cat_1,Date_1,Quan_1,Quan_2,Quan_3,Quan_4,Date_2,Quan_5,Quan_6,Quan_7,Quan_8,Quan_9,Quan_10,Quan_11,Quan_12,Quan_13,Quan_14,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_10,Cat_11,Cat_13,Cat_15,Quan_15,Cat_17,Cat_23,Quan_16,Quan_17,Quan_18,Cat_111,Cat_114,Cat_115,Cat_121,Cat_122,Cat_147,Cat_168,Cat_171,Cat_209,Cat_214,Cat_215,Cat_222,Cat_223,Cat_225,Cat_233,Cat_235,Cat_237,Cat_240,Cat_249,Cat_258,Cat_259,Cat_260,Cat_262,Cat_300,Cat_302,Cat_311,Cat_326,Cat_336,Cat_343,Cat_356,Cat_370,Cat_373,Cat_374,Quan_19,Quan_20,Quan_21,Cat_397,Cat_400,Cat_403,Cat_419,Cat_425,Cat_426,Cat_442,Cat_443,Cat_445,Cat_448,Cat_455,Cat_457,Quant_22,Cat_458,Quant_23,Quant_24,Cat_460,Quant_25,Cat_462,Cat_465,Cat_467,Cat_470,Cat_481,Cat_483,Cat_489,Cat_491,Cat_492,Cat_494,Cat_498,Quan_26,Quan_27,Quan_28,Quan_29,Quan_22,Cat_510,Cat_512
90000,8000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,2000.0,2000.0,6000.0,2000.0,1,2961,3122700,8700.0,151.0,834327.0,2261.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,2048.0,1,1,10.0,3.2570754716981134,11.085714285714285,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,1,1,1,1,1,1,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,5.0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0
2000,3000.0,500.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,1729,421100,5300.0,28.0,30366.0,1301.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,240.0,1,1,2.0,2.0,11.085714285714285,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,2000.0,500.0,500.0,2000.0,500.0,500.0,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3500,2835900,6000.0,46.0,15357.0,365.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1,0,4636.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,1,1,1,0,0,6.444444444444445,0,5.0,21.0,1,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000.0,2000.0,500.0,500.0,500.0,2000.0,500.0,500.0,500.0,2000.0,500.0,0,2366,784400,7300.0,47.0,5650.0,2244.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,2384896.0,0,1,2.0,2.0,11.085714285714285,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,1,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,3192,3518300,5900.0,18.0,283838.0,3006.0,10.0,0.0,5.0,10.0,10.0,2.0,0.0,0.0,2.0,2.0,0,0,0,0,0,1,1,1,0,104.0,1,1,10.0,2.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,1,1,0,0,1,6.444444444444445,0,5.0,198.0,0,198.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3000,3000.0,2000.0,2000.0,500.0,2000.0,3000.0,2000.0,2000.0,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3458,2777700,7400.0,48.0,157338.0,365.0,23.0,5.0,5.0,23.0,23.0,17.0,4.0,2.0,17.0,17.0,0,0,0,0,0,0,1,1,0,300.0,0,1,4.0,4.0,11.085714285714285,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,0,1,1,1,0,0,0,6.444444444444445,0,5.0,10.0,0,10.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2471,1864300,6100.0,56.0,193707.0,2309.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,80.0,1,1,9.446952595936795,2.0,11.085714285714285,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,0,1,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5000,6000.0,2000.0,2000.0,2000.0,2000.0,500.0,2000.0,2000.0,2000.0,2000.0,2000.0,1,3227,3792300,5600.0,43.0,438942.60714285716,3026.0,13.0,6.0,3.0,13.0,13.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,0,0,1,1,0,112.0,1,1,8.0,2.0,11.085714285714285,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,1,1,0,0,0,6.444444444444445,0,5.0,90.0,0,90.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5000,3000.0,2000.0,500.0,2000.0,2000.0,500.0,2000.0,500.0,2000.0,2000.0,2000.0,0,2870,1578000,5900.0,44.0,181085.0,2695.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,7660.0,0,1,8.0,2.0,11.085714285714285,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,1,1,0,0,0,6.444444444444445,0,5.0,41.0,0,41.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000.0,2000.0,2000.0,2000.0,500.0,500.0,2000.0,500.0,2000.0,500.0,500.0,0,2331,719000,8200.0,71.0,739705.0,762.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,0,0,8763.0,0,1,9.446952595936795,8.0,11.085714285714285,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,30.0,3.126126126126126,1,1,0,1,0,0,1,1,1,0,1,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,1,1421,52200,7400.0,91.0,65599.0,1231.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,500.0,1,1,9.446952595936795,2.0,11.085714285714285,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,1,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500.0,500.0,500.0,2000.0,6000.0,2000.0,500.0,500.0,500.0,500.0,500.0,0,2022,260800,7300.0,33.0,304225.0,1855.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,0,1,0,4194304.0,0,0,14.0,7.0,11.085714285714285,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,13.0,8.0,0,0,0,1,1,0,1,0,0,0,0,1,6.444444444444445,0,5.0,24.0,0,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,2000.0,1,2338,1648500,6800.0,76.0,438942.60714285716,1231.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,245.0,1,1,16.0,3.2570754716981134,16.0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,0,1,0,0,0,5.0,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,500.0,500.0,2000.0,500.0,500.0,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3514,2835900,7600.0,63.0,9596.0,3026.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,4622336.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,1,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34000,3000.0,2000.0,500.0,2000.0,3000.0,2000.0,2000.0,2000.0,2000.0,500.0,2000.0,1,3108,3382800,7000.0,120.0,316575.0,2544.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,0,0,210.0,1,1,16.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,4.0,0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11000,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2163,1467500,6500.0,13.0,109982.0,2016.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,4311.0,1,0,4.0,4.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,12.0,3.126126126126126,1,1,0,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
27000,3000.0,2000.0,2000.0,2000.0,500.0,2000.0,2000.0,2000.0,3000.0,2000.0,2000.0,1,3346,4308600,8500.0,86.0,10057.0,3090.0,25.0,12.0,6.0,25.0,25.0,17.0,9.0,2.0,17.0,17.0,0,0,0,0,0,1,1,1,1,33280.0,1,1,2.0,2.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.0,14.863636363636363,7.0,1,0,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,61.0,0,61.0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
5000,2000.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,1,2359,1684000,5600.0,16.0,32760.0,2247.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,1536.0,1,1,8.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,6.0,1,0,0,1,1,0,0,0,1,0,0,0,6.444444444444445,0,5.0,6.0,0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000,6000.0,8000.0,3000.0,3000.0,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3563,2936200,8100.0,69.0,671633.0,1987.0,50.0,36.0,4.0,50.0,50.0,30.0,25.0,0.0,30.0,30.0,1,0,0,0,0,0,0,1,1,8388608.0,0,1,4.0,2.0,11.085714285714285,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32000,60000.0,10000.0,6000.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,3241,2301100,8700.0,92.0,1516735.0,2708.0,54.0,20.0,22.0,54.0,54.0,29.0,10.0,10.0,29.0,29.0,0,0,0,0,0,0,1,1,0,4096.0,0,1,8.0,3.2570754716981134,11.085714285714285,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,0,0,0,1,0,0,0,2.0,0,2.0,52.80523255813954,0,55.49201277955272,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2000,2000.0,2000.0,3000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2457,1804500,4200.0,6.0,128209.0,2365.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,130.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8000,2000.0,2000.0,2000.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2436,1804500,8200.0,82.0,62984.0,2322.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,0,0,21504.0,1,1,4.0,4.0,11.085714285714285,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,0,1,0,1,0,0,0,0,0,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
13000,5000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,3000.0,2000.0,3000.0,0,3304,2539500,9300.0,80.0,438942.60714285716,2233.0,19.0,11.0,4.0,19.0,19.0,6.0,4.0,1.0,6.0,6.0,0,0,0,1,1,0,1,1,1,5557452.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,3.748663101604278,14.863636363636363,3.126126126126126,0,1,1,1,1,1,1,1,0,1,0,1,6.0,0,5.0,13.0,0,55.49201277955272,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2000,5000.0,3000.0,2000.0,2000.0,500.0,2000.0,500.0,500.0,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3465,2777700,5400.0,25.0,489.0,2988.0,7.0,3.0,1.0,7.0,7.0,5.0,3.0,1.0,5.0,5.0,0,0,0,0,0,0,1,1,1,9216.0,0,1,12.0,3.2570754716981134,11.085714285714285,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2000,2000.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,3178,2175300,6986.738836265224,1.0,86725.0,3090.0,5.0,3.0,0.0,5.0,5.0,3.0,2.0,0.0,3.0,3.0,0,0,0,0,0,0,1,1,0,614400.0,0,1,4.0,2.0,11.085714285714285,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,3000.0,2000.0,2000.0,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,1,1620,322700,7900.0,81.0,1106.0,1372.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,4096.0,1,1,16.0,4.0,16.0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,19.0,1,19.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,1779,538300,5700.0,36.0,176114.0,1584.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,152.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,0,0,0,1,0,0,0,6.444444444444445,0,5.0,12.0,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,2000.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,1,3073,3311300,6200.0,99.0,303842.0,1477.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,1,1,0,0,1,1,1024.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
16000,10000.0,3000.0,2000.0,2000.0,2000.0,2000.0,5000.0,3000.0,3000.0,1190.6976744186047,1071.9874804381848,1,3416,4398900,7400.0,72.0,97852.0,3090.0,41.0,13.0,9.0,41.0,41.0,28.0,12.0,5.0,28.0,28.0,0,0,0,0,0,0,1,1,0,1024.0,0,1,9.446952595936795,2.0,11.085714285714285,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,1,1,1,1,0,0,0,6.444444444444445,0,5.0,90.0,0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000.0,500.0,500.0,500.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,1,2002,922700,5600.0,21.0,384334.0,1859.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,256.0,0,1,9.446952595936795,4.0,11.085714285714285,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000,21000.0,8000.0,6000.0,3000.0,3000.0,3000.0,3000.0,3000.0,2000.0,2000.0,2000.0,1,1421,52200,8100.0,145.0,1003761.0,365.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,0,1,100.0,1,1,32.0,4.0,16.0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,6.0,0,6.0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
2000,2000.0,500.0,2000.0,500.0,500.0,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3549,4645600,8400.0,77.0,5293.0,3370.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1,0,296.0,1,1,16.0,2.0,11.085714285714285,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,0,0,1,0,0,0,6.444444444444445,0,5.0,24.0,0,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,3000.0,3000.0,5000.0,2000.0,2000.0,500.0,500.0,500.0,2000.0,2000.0,2000.0,0,2457,887900,7400.0,49.0,589158.0,1911.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,85.0,0,1,9.446952595936795,2.0,11.085714285714285,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
6000,6000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,2429,1748500,8000.0,98.0,27136.0,2243.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,1,0,1,1,1,0,416.0,1,1,9.446952595936795,4.0,11.085714285714285,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,0,1,0,1,1,0,1,1,0,1,0,0,6.444444444444445,0,5.0,8.0,0,8.0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
6000,5000.0,3000.0,2000.0,5000.0,3000.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,2058,281900,8500.0,39.0,2006285.0,1757.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,3072.0,0,0,16.0,4.0,11.085714285714285,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3.748663101604278,14.863636363636363,1.0,1,0,0,1,1,0,1,1,1,0,0,0,6.444444444444445,0,4.0,52.80523255813954,0,2.0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
